	movie	rating	release	age_10	age_6	age_3	age_1
146227	Getaway	4.9	2013-08-29	-1	50.71666666666667	46.199999999999996	42.8
146233	Prisoners	7.9	2013-09-18	-1	42.449999999999996	35.699999999999996	45.0
146238	Runner Runner	5.5	2013-09-24	-1	41.65	33.833333333333336	41.1
146239	Delivery Man	6.2	2013-10-10	-1	31.716666666666658	36.46666666666666	43.6
146301	Paranormal Activity: The Ghost Dimension	5.0	2015-10-21	-1	-1	18.766666666666666	30.0
146375	On the Other Side of the Tracks	5.5	2012-12-15	-1	40.74999999999999	32.73333333333333	34.9
147441	Exodus: Gods and Kings	5.6	2014-12-03	-1	41.31666666666666	46.4	40.9
147773	The Way Way Back	7.1	2013-06-06	38.80999999999999	37.65	36.06666666666666	16.8
149509	Horns	6.2	2013-09-06	-1	32.800000000000004	25.866666666666664	24.1
149870	The Wind Rises	7.7	2013-07-20	40.78999999999999	37.93333333333333	43.699999999999996	53.2
149871	The Tale of the Princess Kaguya	8.0	2013-11-23	-1	40.18333333333333	38.96666666666667	22.2
150117	I Give It a Year	5.3	2013-02-08	42.989999999999995	37.9	33.233333333333334	29.9
150540	Inside Out	8.0	2015-06-09	-1	51.03333333333333	55.46666666666667	43.8
150689	Cinderella	6.6	2015-03-12	40.800000000000004	40.050000000000004	33.56666666666667	26.0
151960	Planes	5.7	2013-08-09	51.36	50.13333333333333	48.699999999999996	41.4
152532	Dallas Buyers Club	7.9	2013-09-07	-1	44.65	42.333333333333336	43.9
152584	Blue Is the Warmest Color	7.2	2013-10-09	-1	30.566666666666663	27.566666666666666	19.9
152599	The Immigrant	6.2	2013-07-03	-1	-1	39.666666666666664	37.8
152601	Her	7.9	2013-12-18	-1	33.45	32.333333333333336	39.2
152603	Only Lovers Left Alive	7.3	2013-12-12	-1	43.75000000000001	36.733333333333334	32.9
152737	August: Osage County	6.8	2013-12-26	49.97	58.13333333333333	57.76666666666667	64.6
152742	The Best Offer	7.7	2013-01-01	-1	49.65	41.93333333333334	61.5
152747	All Is Lost	6.6	2013-10-18	-1	-1	-1	77.2
152760	The Monuments Men	5.8	2014-01-24	49.75	52.666666666666664	46.93333333333334	43.3
152792	Devil's Knot	5.7	2013-05-09	43.7	40.6	42.53333333333334	37.2
153518	The Angry Birds Movie	5.9	2016-05-11	42.3	40.66666666666667	38.43333333333334	40.7
154400	The Drop	6.7	2014-09-12	-1	40.25	41.56666666666667	37.0
155084	13 Sins	6.2	2014-04-18	-1	48.38333333333333	32.03333333333333	33.8
156022	The Equalizer	7.1	2014-09-24	-1	42.28333333333333	41.9	59.8
156700	The Kings of Summer	7.0	2013-01-19	-1	-1	26.400000000000002	17.8
156711	Austenland	6.6	2013-08-15	41.5	38.5	36.666666666666664	37.4
156717	Death Race: Inferno	5.3	2013-01-04	44.42000000000001	49.1	55.56666666666666	44.3
157336	Interstellar	8.1	2014-11-05	45.92	41.6	38.199999999999996	45.0
157350	Divergent	6.8	2014-03-14	32.1	33.63333333333333	30.03333333333333	22.3
157353	Transcendence	5.9	2014-04-16	-1	45.300000000000004	41.93333333333333	50.9
157354	Fruitvale Station	7.3	2013-07-25	-1	32.833333333333336	32.333333333333336	26.5
157360	In a World...	6.4	2013-08-09	43.629999999999995	43.46666666666666	44.46666666666666	34.4
157370	Kill Your Darlings	7.1	2013-10-04	40.059999999999995	30.333333333333332	25.166666666666668	24.2
157386	The Spectacular Now	6.7	2013-08-02	34.13	27.53333333333333	24.03333333333333	26.5
157544	The Vatican Tapes	4.6	2015-07-24	-1	45.81666666666667	40.199999999999996	29.7
157547	Oculus	6.3	2013-09-08	-1	30.683333333333334	27.76666666666667	25.8
157820	Mood Indigo	6.0	2013-04-24	38.3	36.24999999999999	39.199999999999996	38.9
157825	White Bird in a Blizzard	6.1	2014-08-14	39.46	36.1	36.76666666666667	22.8
157832	Calvary	7.1	2014-04-11	-1	45.93333333333333	43.46666666666666	59.1
157834	The Zero Theorem	5.9	2014-01-02	-1	39.03333333333333	46.86666666666667	57.3
157841	The Young and Prodigious T.S. Spivet	6.7	2013-10-16	-1	46.38333333333333	53.0	47.4
157845	The Rover	6.2	2014-05-18	-1	42.71666666666666	37.03333333333333	46.6
157847	Joe	6.5	2014-04-11	-1	-1	34.83333333333333	50.3
157849	A Most Wanted Man	6.5	2014-07-25	43.64	42.43333333333333	43.666666666666664	47.0
157851	Maps to the Stars	5.9	2014-05-21	-1	37.81666666666667	42.0	53.5
158011	The Call	6.6	2013-03-14	43.47	38.666666666666664	35.9	46.6
158015	The Purge	6.0	2013-05-31	-1	27.916666666666668	32.63333333333333	39.7
158852	Tomorrowland	6.2	2015-05-19	35.230000000000004	33.6	30.633333333333336	25.1
158999	Blackfish	7.9	2013-06-07	-1	-1	-1	-1
159117	V/H/S/2	6.0	2013-06-06	-1	-1	-1	30.7
159128	We Are What We Are	5.6	2013-09-27	-1	42.23333333333333	32.13333333333333	51.5
159824	Hotel Transylvania 2	6.7	2015-09-21	-1	44.800000000000004	36.46666666666667	49.1
160588	Blue Jasmine	7.0	2013-07-25	40.82000000000001	44.73333333333334	45.6	44.2
162215	How I Live Now	6.5	2013-09-10	-1	-1	19.333333333333332	19.4
162903	The Fifth Estate	5.7	2013-10-11	40.86	35.55	35.56666666666666	37.3
164251	Serena	5.4	2014-10-12	38.230000000000004	40.28333333333334	37.1	24.2
164457	Out of the Furnace	6.5	2013-12-06	-1	51.449999999999996	42.6	39.9
164558	One Direction: This Is Us	8.0	2013-08-28	-1	-1	20.066666666666666	19.6
166271	Haunter	5.9	2013-10-25	-1	34.95	43.300000000000004	17.5
166424	Fantastic Four	4.4	2015-08-05	-1	34.833333333333336	29.833333333333332	28.5
166426	Pirates of the Caribbean: Dead Men Tell No Tales	6.6	2017-05-23	45.22	47.06666666666667	56.06666666666666	54.0
167032	Curse of Chucky	5.6	2013-10-04	-1	-1	55.23333333333333	63.6
167073	Brooklyn	7.2	2015-10-20	-1	40.78333333333334	26.53333333333333	21.5
167810	Lost River	5.8	2015-04-08	-1	34.65	34.03333333333333	40.0
168098	Cell	4.4	2016-07-06	-1	-1	45.699999999999996	50.1
168259	Furious 7	7.3	2015-04-01	39.620000000000005	40.466666666666676	44.06666666666667	47.7
168530	Ride Along	6.1	2014-01-07	-1	45.449999999999996	42.86666666666667	44.6
168672	American Hustle	6.8	2013-12-12	38.62	38.46666666666667	39.4	39.9
169209	Empire State	5.0	2013-09-03	-1	27.116666666666664	29.23333333333333	23.7
169813	Short Term 12	7.9	2013-08-23	-1	28.166666666666668	23.266666666666666	23.9
169881	The Physician	7.2	2013-12-25	45.43000000000001	44.583333333333336	54.53333333333333	31.0
169917	A Walk Among the Tombstones	6.2	2014-09-18	-1	37.9	44.93333333333334	62.3
170522	Asterix: The Mansions of the Gods	6.7	2014-11-26	-1	57.25	62.96666666666667	87.3
170687	The Boxtrolls	6.6	2014-09-10	41.99	41.6	34.166666666666664	70.7
171274	Inherent Vice	6.5	2014-12-25	44.94	42.45	44.4	40.2
171372	Frank	6.8	2014-05-02	-1	-1	34.86666666666667	37.1
171424	The Green Inferno	5.1	2014-09-04	-1	25.349999999999998	25.733333333333334	25.0
172385	Rio 2	6.3	2014-03-19	35.019999999999996	39.449999999999996	34.63333333333333	30.5
172533	Drinking Buddies	6.1	2013-08-23	-1	35.00000000000001	30.96666666666667	29.5
172803	Hours	6.3	2013-11-29	-1	-1	33.93333333333333	40.2
173185	It Boy	6.2	2013-03-06	-1	-1	36.5	35.9
173897	Resident Evil: The Final Chapter	5.9	2016-12-23	-1	39.11666666666667	45.76666666666667	41.0
174675	The Machine	5.9	2013-04-25	-1	-1	45.29999999999999	26.3
174751	Jane Got a Gun	5.4	2015-12-31	-1	41.11666666666667	40.333333333333336	34.6
174772	Europa Report	6.2	2013-06-27	-1	40.116666666666674	43.70000000000001	39.6
175112	Tinker Bell and the Pirate Fairy	6.5	2014-02-13	-1	33.96666666666666	32.5	25.7
175574	Free Birds	5.7	2013-10-30	-1	55.666666666666664	46.5	45.0
175774	Ruby Red	6.6	2013-03-14	39.42	31.0	21.133333333333336	20.1
177494	Veronica Mars	6.5	2014-03-13	-1	34.5	38.93333333333334	33.7
177572	Big Hero 6	7.8	2014-10-24	38.82000000000001	33.36666666666667	34.300000000000004	48.9
177677	Mission: Impossible - Rogue Nation	7.1	2015-07-23	47.28999999999999	46.65	43.46666666666667	53.1
177888	Teen Beach Movie	6.1	2013-07-19	-1	26.349999999999998	19.566666666666666	17.6
178809	The Colony	5.2	2013-04-12	-1	-1	46.06666666666667	51.7
179144	The Great Beauty	7.4	2013-05-21	-1	56.81666666666666	55.300000000000004	54.4
179826	Odd Thomas	6.6	2013-04-16	-1	33.76666666666666	34.56666666666667	24.1
180299	The Raid 2	7.6	2014-03-27	-1	42.13333333333333	38.13333333333333	31.1
180863	T2 Trainspotting	7.1	2017-01-27	-1	47.18333333333333	45.03333333333333	45.9
180948	Vehicle 19	5.0	2013-03-07	-1	-1	-1	39.5
181283	Child 44	6.1	2015-03-15	43.36	41.88333333333333	43.23333333333333	37.5
181533	Night at the Museum: Secret of the Tomb	6.1	2014-12-17	58.2	52.699999999999996	39.166666666666664	49.1
181886	Enemy	6.7	2013-12-31	-1	41.766666666666666	30.266666666666666	33.1
182219	Serial Teachers	5.5	2013-04-17	-1	50.166666666666664	52.36666666666667	61.0
182560	Dark Places	5.8	2015-03-31	31.02	30.083333333333332	27.7	39.7
183011	Justice League: The Flashpoint Paradox	7.3	2013-07-28	43.779999999999994	42.96666666666667	46.93333333333334	43.1
184098	Think Like a Man Too	6.4	2014-06-20	42.559999999999995	41.1	36.666666666666664	34.5
184125	Assault on Wall Street	5.8	2013-06-30	47.97	49.050000000000004	38.0	43.4
184314	Young & Beautiful	6.3	2013-08-20	-1	49.96666666666667	44.199999999999996	22.4
184315	Hercules	5.6	2014-07-23	46.980000000000004	51.46666666666667	62.93333333333334	42.3
184345	A Haunted House 2	5.4	2014-04-17	37.71	36.983333333333334	40.233333333333334	41.8
184346	Deliver Us from Evil	6.0	2014-07-01	-1	39.26666666666666	39.06666666666666	45.9
184352	Tom at the Farm	6.9	2013-09-02	-1	44.75	49.46666666666667	24.5
185341	[REC]⁴ Apocalypse	5.2	2014-09-09	-1	-1	-1	38.9
186759	Get a Job	5.2	2016-03-25	38.33	34.43333333333334	39.93333333333334	29.1
187017	22 Jump Street	6.9	2014-06-05	39.239999999999995	40.56666666666666	31.2	30.5
187596	Walk of Shame	5.8	2014-05-02	-1	36.449999999999996	37.46666666666667	40.2
188161	A Million Ways to Die in the West	5.8	2014-05-22	-1	41.733333333333334	47.13333333333333	40.6
188166	Blue Ruin	6.9	2014-04-25	-1	50.133333333333326	42.03333333333333	37.3
188207	The Legend of Hercules	4.4	2014-01-10	39.129999999999995	31.066666666666663	27.7	28.8
188222	Entourage	6.2	2015-06-03	42.08	45.883333333333326	41.43333333333333	49.9
188927	Star Trek Beyond	6.6	2016-07-07	38.83	41.28333333333333	39.699999999999996	35.9
189197	The Pacific	7.9	2010-03-15	34.18	37.06666666666667	32.6	31.9
190847	The Last Days on Mars	5.2	2013-08-11	-1	42.5	43.13333333333333	45.9
190859	American Sniper	7.4	2014-12-11	-1	-1	33.733333333333334	40.0
190880	Me, Myself and Mum	6.7	2013-11-20	-1	51.28333333333333	62.633333333333326	41.8
191714	The Lunchbox	7.3	2013-09-19	-1	-1	39.199999999999996	46.7
192102	3 Days to Kill	6.0	2014-02-14	-1	40.43333333333334	34.7	59.1
192132	Palo Alto	6.3	2014-05-09	31.679999999999996	28.766666666666666	20.533333333333335	23.3
192134	Dom Hemingway	5.8	2013-11-15	-1	37.81666666666666	49.26666666666666	40.9
192136	Mandela: Long Walk to Freedom	6.5	2013-12-06	-1	-1	40.4	41.3
192141	No Escape	6.7	2015-08-26	-1	-1	48.5	46.8
192145	Third Person	5.8	2013-09-09	39.53	40.51666666666667	42.26666666666667	61.3
192149	The Two Faces of January	5.6	2014-05-16	-1	40.0	40.96666666666667	55.6
192577	Space Pirate Captain Harlock	6.4	2013-09-07	-1	35.016666666666666	27.399999999999995	30.7
193610	The Other Woman	6.2	2014-04-16	-1	41.116666666666674	35.23333333333334	41.7
193612	The Quiet Ones	5.1	2014-04-01	-1	-1	33.56666666666667	52.6
193687	Z for Zachariah	5.6	2015-08-13	-1	-1	32.733333333333334	25.1
193756	Lone Survivor	7.3	2013-12-24	-1	34.050000000000004	34.7	42.6
193893	Let's Be Cops	6.4	2014-08-13	42.01	36.766666666666666	31.3	36.2
194662	Birdman	7.4	2014-08-27	-1	42.916666666666664	44.56666666666666	63.0
195589	Neighbors	6.2	2014-05-08	29.900000000000006	30.750000000000004	31.166666666666668	32.1
196867	Annie	6.0	2014-12-19	-1	38.016666666666666	31.23333333333333	11.3
197082	Venus in Fur	7.2	2013-05-28	-1	-1	-1	47.0
197796	Beauty and the Beast	5.8	2014-02-12	-1	41.38333333333333	47.96666666666667	47.3
197950	The Connection	7.2	2014-12-03	-1	37.86666666666667	39.833333333333336	42.5
198184	Chappie	6.6	2015-03-04	-1	40.71666666666667	32.166666666666664	41.3
198185	Million Dollar Arm	6.6	2014-05-09	-1	38.85	45.800000000000004	43.2
198277	Begin Again	7.3	2013-09-07	-1	35.88333333333333	36.266666666666666	45.8
198287	After the Dark	6.2	2013-07-06	-1	25.933333333333334	28.53333333333333	37.9
198375	The Garden of Words	7.5	2013-05-31	-1	-1	-1	24.3
198663	The Maze Runner	7.0	2014-09-10	-1	23.316666666666666	24.566666666666666	23.1
199373	The Frozen Ground	6.1	2013-07-18	41.13000000000001	40.416666666666664	40.43333333333334	49.6
200505	Draft Day	6.5	2014-04-11	57.540000000000006	55.85	46.1	59.3
200727	Love, Rosie	7.7	2014-10-16	-1	26.700000000000003	25.566666666666666	25.6
201085	Crimson Peak	6.4	2015-10-13	-1	40.18333333333333	33.1	26.0
201088	Blackhat	5.1	2015-01-13	-1	40.666666666666664	35.13333333333333	31.4
203739	Vampire Academy	5.8	2014-02-07	28.369999999999997	32.01666666666667	23.333333333333332	19.3
203801	The Man from U.N.C.L.E.	7.1	2015-08-13	43.220000000000006	35.266666666666666	29.399999999999995	32.3
203819	Tracks	7.0	2014-03-06	-1	50.366666666666674	40.333333333333336	24.4
203833	The Book Thief	7.4	2013-11-08	42.230000000000004	33.699999999999996	40.93333333333333	62.4
203834	Jessabelle	5.2	2014-08-29	-1	43.46666666666667	34.36666666666667	27.1
204082	Homefront	6.4	2013-11-27	38.19	33.71666666666666	31.5	46.4
204436	Jack and the Cuckoo-Clock Heart	6.7	2013-11-17	-1	-1	55.56666666666666	33.9
204922	Before I Go to Sleep	6.2	2014-09-03	-1	42.166666666666664	50.76666666666667	47.2
205220	Philomena	7.4	2013-11-01	-1	55.666666666666664	50.0	79.0
205321	Sharknado	3.8	2013-07-11	-1	41.15	36.766666666666666	49.3
205584	Gods of Egypt	5.3	2016-02-25	-1	35.5	39.5	26.6
205587	The Judge	7.2	2014-10-08	-1	54.13333333333333	58.166666666666664	83.8
205596	The Imitation Game	8.0	2014-11-14	-1	33.43333333333333	34.86666666666667	38.3
205601	Belle	7.2	2013-09-08	-1	48.66666666666666	50.53333333333333	30.4
205775	In the Heart of the Sea	6.5	2015-11-20	-1	41.99999999999999	35.06666666666666	32.3
206408	Chinese Puzzle	6.4	2013-12-04	-1	36.31666666666666	38.4	39.5
206487	Predestination	7.3	2014-08-28	-1	42.18333333333333	38.63333333333333	43.8
206563	Trash	7.1	2014-10-09	-1	39.96666666666667	36.53333333333333	29.5
206647	Spectre	6.3	2015-10-26	43.89	46.03333333333334	45.70000000000001	47.7
207703	Kingsman: The Secret Service	7.6	2015-01-29	45.78	50.65	57.36666666666667	54.4
207768	I Spit on Your Grave 2	5.9	2013-08-25	-1	-1	-1	34.7
207932	Inferno	5.7	2016-10-13	-1	44.29999999999999	44.03333333333333	60.3
207933	Stonehearst Asylum	6.6	2014-09-11	51.14	56.79999999999999	43.0	41.2
208134	Bad Grandpa	6.0	2013-10-22	-1	-1	30.433333333333334	42.6
209112	Batman v Superman: Dawn of Justice	5.7	2016-03-23	45.13999999999999	38.78333333333333	35.800000000000004	43.6
209247	The Art of the Steal	6.1	2013-09-11	-1	48.199999999999996	47.833333333333336	62.5
209263	Enough Said	6.6	2013-09-18	43.39	47.36666666666667	53.06666666666666	52.7
209274	Ida	7.2	2013-10-25	-1	-1	30.133333333333336	20.9
209276	Starred Up	7.1	2013-09-09	-1	-1	33.199999999999996	23.1
209403	Bad Words	6.3	2013-09-06	-1	53.96666666666667	55.300000000000004	44.7
209451	Jersey Boys	6.8	2014-06-05	-1	44.46666666666667	43.166666666666664	71.2
210479	Locke	6.9	2014-04-10	36.879999999999995	35.73333333333334	35.46666666666667	36.6
210577	Gone Girl	7.9	2014-10-01	37.85	41.21666666666667	37.2	42.2
210860	Mortdecai	5.4	2015-01-21	-1	46.4	45.93333333333334	51.7
210947	Afflicted	6.4	2014-04-04	-1	-1	-1	54.0
211672	Minions	6.4	2015-06-17	52.07000000000001	53.550000000000004	53.0	50.9
211954	Instructions Not Included	7.4	2013-07-20	-1	40.86666666666667	27.566666666666666	9.1
212716	What If	6.7	2013-09-07	-1	28.900000000000002	28.2	24.1
212778	Chef	7.1	2014-05-08	45.71	42.75	33.46666666666667	47.6
213121	Toy Story of Terror!	7.3	2013-10-15	-1	59.46666666666666	51.133333333333326	57.3
213681	Masterminds	5.6	2016-09-29	-1	43.5	46.0	47.0
214030	Fading Gigolo	5.9	2013-09-07	50.89	52.96666666666667	58.366666666666674	56.6
214756	Ted 2	6.2	2015-06-25	51.330000000000005	45.166666666666664	38.46666666666667	44.1
215211	Grace of Monaco	5.9	2014-05-14	53.56	49.51666666666667	40.73333333333333	46.9
215830	Open Grave	5.9	2013-08-13	-1	-1	41.0	39.7
216015	Fifty Shades of Grey	5.3	2015-02-11	37.33	32.333333333333336	34.46666666666667	25.4
216282	Into the Storm	5.8	2014-08-06	-1	33.05	43.333333333333336	43.0
217993	Justice League: War	7.1	2014-02-02	-1	41.96666666666667	41.266666666666666	37.9
218043	Left Behind	3.7	2014-10-03	41.99999999999999	41.03333333333333	45.76666666666667	50.8
218778	Alexander and the Terrible, Horrible, No Good, Very Bad Day	6.1	2014-10-08	30.140000000000004	32.63333333333333	36.03333333333334	52.2
218836	Planes: Fire & Rescue	5.8	2014-07-17	59.589999999999996	58.699999999999996	50.166666666666664	42.4
219318	The Volcano	5.6	2013-10-02	-1	-1	50.9	43.5
220289	Coherence	7.2	2013-09-19	-1	-1	41.36666666666667	29.1
221902	Two Days, One Night	6.8	2014-05-21	-1	-1	43.6	38.7
222899	About Last Night	6.0	2014-02-14	-1	42.15	39.46666666666667	34.6
222935	The Fault in Our Stars	7.6	2014-05-16	-1	35.21666666666667	20.7	22.5
222936	Aloha	5.2	2015-05-27	-1	40.36666666666667	34.5	40.4
223485	Slow West	6.6	2015-04-16	-1	-1	34.36666666666667	38.1
223702	Sausage Party	5.6	2016-07-11	38.4	35.71666666666666	36.599999999999994	34.3
224141	Into the Woods	5.6	2014-12-25	-1	42.13333333333333	44.666666666666664	65.6
225565	That Awkward Moment	6.1	2014-01-29	-1	26.700000000000003	26.766666666666666	26.3
225574	Non-Stop	6.8	2014-01-26	42.46000000000001	42.550000000000004	50.366666666666674	61.7
225703	The Starving Games	4.0	2013-11-07	-1	-1	33.6	28.2
225728	Macbeth	6.5	2015-08-16	-1	36.1	39.766666666666666	38.4
225886	Sex Tape	5.2	2014-07-17	-1	40.51666666666667	39.96666666666667	41.9
226448	In Your Eyes	7.0	2014-04-20	-1	37.0	29.399999999999995	30.6
226486	Tammy	5.1	2014-07-02	51.32000000000001	58.71666666666667	59.26666666666666	43.9
226857	Endless Love	6.7	2014-02-12	-1	33.8	34.699999999999996	23.9
227156	The Giver	6.4	2014-08-11	-1	40.98333333333334	51.63333333333333	64.7
227159	Horrible Bosses 2	6.1	2014-11-26	46.980000000000004	45.35	41.3	45.9
227300	Stretch	6.2	2014-10-14	42.01	39.599999999999994	34.1	41.3
227306	Unbroken	7.3	2014-12-25	-1	29.766666666666666	28.766666666666666	24.4
227348	Paranormal Activity: The Marked Ones	5.2	2014-01-01	-1	-1	28.433333333333334	20.1
227700	Mindscape	6.6	2013-10-13	-1	46.38333333333333	45.6	50.2
227719	Project Almanac	6.4	2015-01-29	-1	28.333333333333332	23.03333333333333	26.2
227783	The Nut Job	5.6	2014-01-17	-1	45.699999999999996	41.36666666666667	43.7
227973	The Peanuts Movie	6.5	2015-11-05	-1	-1	40.43333333333333	11.1
228066	Victor Frankenstein	5.6	2015-11-10	37.290000000000006	38.983333333333334	29.700000000000003	36.6
228150	Fury	7.4	2014-10-15	-1	35.28333333333333	34.03333333333333	50.9
228161	Home	6.8	2015-03-18	-1	43.65	46.23333333333333	42.0
228165	The SpongeBob Movie: Sponge Out of Water	5.7	2015-02-05	56.419999999999995	55.31666666666666	57.76666666666667	52.6
228194	The Hundred-Foot Journey	7.3	2014-08-06	-1	43.88333333333333	54.699999999999996	69.1
228203	McFarland, USA	7.4	2015-02-20	-1	-1	44.73333333333333	60.1
228205	The Longest Ride	7.3	2015-04-09	-1	32.6	35.93333333333333	29.0
228326	The Book of Life	7.3	2014-10-01	45.11	44.81666666666666	35.199999999999996	34.8
228967	The Interview	6.1	2014-12-25	-1	36.699999999999996	33.96666666666667	36.7
228968	Kidnapping Mr. Heineken	5.8	2015-03-12	-1	42.86666666666667	50.86666666666667	77.2
228970	Wild	7.0	2014-12-05	-1	40.46666666666667	39.96666666666667	38.7
229297	Magic in the Moonlight	6.5	2014-07-25	-1	46.4	39.23333333333333	53.9
230179	Big Game	5.3	2014-09-05	-1	55.51666666666666	62.86666666666667	65.8
230222	Tarzan	5.5	2013-10-17	-1	32.1	31.933333333333337	28.6
231176	Sole a catinelle	6.5	2013-10-31	-1	-1	40.06666666666667	36.4
231576	Wish I Was Here	6.4	2014-01-18	34.08999999999999	32.9	29.366666666666664	38.8
232572	A Walk in the Woods	5.7	2015-09-02	-1	55.400000000000006	70.03333333333333	79.1
232672	Blended	6.6	2014-05-21	34.519999999999996	39.416666666666664	43.86666666666667	39.3
233063	Suck Me Shakespeer	7.1	2013-11-07	35.71	31.849999999999998	37.03333333333333	31.5
234004	Ratchet & Clank	5.4	2016-04-13	-1	55.916666666666664	54.93333333333334	46.8
234200	Pride	7.7	2014-09-12	37.92	42.550000000000004	49.366666666666674	24.6
236735	Marshland	7.1	2014-09-25	-1	-1	41.766666666666666	34.9
236737	Spanish Affair	6.7	2014-03-14	-1	39.25000000000001	36.96666666666667	24.0
236751	Heaven is for Real	6.1	2014-04-16	-1	46.48333333333333	47.199999999999996	50.9
237791	The Way He Looks	8.1	2014-03-28	-1	-1	29.76666666666667	19.1
238215	The Cobbler	5.5	2014-09-11	-1	51.0	45.56666666666666	48.0
238603	Earth to Echo	5.7	2014-06-14	-1	-1	25.900000000000002	17.7
238615	Self/less	6.3	2015-07-10	43.31	43.38333333333333	47.1	38.7
238636	The Purge: Anarchy	6.6	2014-07-17	-1	45.333333333333336	40.733333333333334	49.1
238713	Spy	6.9	2015-05-06	-1	43.01666666666667	40.96666666666666	44.7
239563	St. Vincent	7.1	2014-10-09	-1	41.13333333333333	51.46666666666667	64.1
239571	The Best of Me	7.2	2014-10-16	-1	41.1	32.96666666666667	38.6
239573	Unfinished Business	5.0	2015-03-05	-1	37.93333333333334	38.733333333333334	45.0
239678	This Is Where I Leave You	6.5	2014-09-10	40.13	39.11666666666667	40.266666666666666	45.7
239877	The Mafia Kills Only in Summer	7.4	2013-11-28	-1	-1	37.833333333333336	33.2
240832	Lucy	6.2	2014-07-14	-1	46.46666666666667	53.03333333333334	29.7
240916	Reasonable Doubt	5.7	2014-01-17	-1	46.18333333333333	45.36666666666667	65.1
241239	A Most Violent Year	6.5	2014-12-30	46.08	42.349999999999994	47.03333333333333	35.8
241251	The Boy Next Door	4.2	2015-01-23	-1	40.800000000000004	42.2	45.5
241254	The Prince	4.6	2014-08-22	-1	39.71666666666667	51.96666666666667	59.5
241257	Regression	5.3	2015-10-01	-1	46.06666666666666	41.0	44.9
241259	Alice Through the Looking Glass	6.5	2016-05-25	46.36	46.800000000000004	37.73333333333333	53.0
241554	Run All Night	6.3	2015-03-11	-1	48.03333333333333	54.133333333333326	62.8
241842	Dead Snow 2: Red vs. Dead	6.7	2014-02-12	-1	37.63333333333333	39.800000000000004	40.2
241843	Cooties	5.5	2014-10-10	-1	37.25	37.13333333333333	33.7
241848	The Guest	6.5	2014-09-17	36.13	38.96666666666667	35.43333333333333	32.0
242022	The Inbetweeners 2	6.0	2014-08-06	-1	28.7	28.7	30.0
242042	Barefoot	6.3	2014-02-02	-1	50.650000000000006	41.300000000000004	26.4
242090	The One I Love	6.9	2014-08-08	-1	-1	45.5	37.7
242095	The Signal	5.8	2014-03-15	-1	-1	32.5	24.6
242224	The Babadook	6.5	2014-05-22	-1	-1	38.333333333333336	43.5
242310	Rage	5.1	2014-05-09	-1	46.699999999999996	35.1	50.4
242512	Ouija	5.0	2014-10-24	-1	33.416666666666664	24.066666666666666	20.8
242582	Nightcrawler	7.6	2014-10-23	-1	47.21666666666667	42.166666666666664	33.9
242643	Batman: Assault on Arkham	7.3	2014-08-12	-1	44.93333333333334	47.199999999999996	58.7
242828	When Marnie Was There	7.8	2014-07-19	-1	40.699999999999996	26.399999999999995	17.0
243683	Step Up All In	6.7	2014-07-16	-1	26.366666666666664	27.233333333333334	26.8
243684	Men, Women & Children	6.4	2014-10-17	-1	46.666666666666664	41.6	43.0
243688	Poltergeist	5.0	2015-05-20	-1	32.56666666666667	35.4	46.6
243938	Hot Tub Time Machine 2	4.9	2015-02-20	-1	43.833333333333336	39.1	44.1
243940	The Lazarus Effect	5.1	2015-01-29	-1	36.65	33.5	30.9
244088	Human Capital	7.4	2014-01-09	-1	45.300000000000004	51.300000000000004	57.1
244264	Laggies	6.0	2014-09-25	-1	29.899999999999995	31.0	29.5
244267	I Origins	7.5	2014-07-18	-1	35.983333333333334	30.833333333333332	33.3
244458	The Voices	6.2	2014-01-19	-1	40.53333333333333	31.266666666666666	37.3
244506	Camp X-Ray	6.7	2014-10-17	-1	40.983333333333334	34.36666666666667	24.5
244509	Cold in July	6.4	2014-05-23	-1	52.68333333333334	59.46666666666666	43.3
244566	Life After Beth	5.0	2014-08-15	-1	43.86666666666667	35.666666666666664	30.2
244761	The Captive	5.8	2014-06-10	36.910000000000004	35.41666666666667	37.199999999999996	37.7
244772	The Skeleton Twins	6.7	2014-01-18	-1	43.48333333333334	39.46666666666667	40.4
244786	Whiplash	8.3	2014-10-10	-1	44.56666666666666	37.833333333333336	27.7
245168	Suffragette	7.2	2015-10-16	45.66	45.833333333333336	48.73333333333333	30.4
245698	Pawn Sacrifice	6.7	2015-09-16	-1	38.11666666666667	39.333333333333336	40.2
245700	Mr. Turner	6.3	2014-10-31	-1	63.29999999999999	59.96666666666667	57.7
245703	Midnight Special	6.3	2016-02-18	-1	37.65	32.13333333333333	41.6
245706	True Story	6.2	2015-04-17	-1	38.93333333333333	33.266666666666666	31.3
245775	Yves Saint Laurent	6.5	2014-01-08	-1	33.53333333333333	34.733333333333334	24.8
245891	John Wick	7.0	2014-10-22	-1	45.56666666666667	44.1	50.2
245906	She's Funny That Way	5.8	2014-10-27	50.4	41.51666666666666	37.233333333333334	46.0
245916	Kill the Messenger	6.5	2014-10-09	47.379999999999995	48.949999999999996	39.8	43.8
246080	Black Sea	6.3	2014-12-05	-1	39.21666666666667	35.46666666666667	42.0
246403	Tusk	5.1	2014-09-19	-1	44.28333333333333	45.76666666666667	74.5
