	movie	rating	release	age_10	age_6	age_3	age_1
13576	This Is It	6.7	2009-10-28	-1	-1	45.199999999999996	51.2
13595	Airheads	5.8	1994-08-05	31.869999999999997	33.71666666666667	30.100000000000005	25.7
13596	My Best Friend's Girl	5.4	2008-09-19	-1	33.083333333333336	38.800000000000004	36.5
13597	Labyrinth	7.1	1986-06-27	-1	22.833333333333332	19.033333333333335	39.5
13600	City of Ember	6.2	2008-10-07	50.13	46.93333333333334	37.46666666666667	14.5
13635	Mesrine: Killer Instinct	7.3	2008-10-22	-1	41.699999999999996	45.03333333333333	41.9
13648	Resident Evil: Degeneration	6.3	2008-02-13	-1	35.38333333333333	34.13333333333333	34.3
13649	High School Musical 2	6.1	2007-08-17	24.6	21.433333333333334	20.2	19.8
13654	101 Dalmatians II: Patch's London Adventure	5.7	2003-01-21	-1	41.24999999999999	51.4	57.9
13655	Camp Rock	5.9	2008-06-20	25.380000000000003	25.01666666666667	25.5	15.8
13673	Christmas with the Kranks	5.2	2004-11-24	53.629999999999995	49.416666666666664	49.96666666666667	51.5
13676	The Little Mermaid: Ariel's Beginning	6.2	2008-08-26	-1	49.75000000000001	56.833333333333336	46.9
13680	The Game Plan	5.9	2007-09-28	36.0	31.75	28.899999999999995	35.4
13685	Bottle Rocket	6.8	1996-02-21	-1	35.35	26.3	24.4
13690	Open Season 2	5.7	2008-09-24	47.42	45.9	38.266666666666666	37.9
13700	Home on the Range	5.7	2004-04-02	-1	51.43333333333334	55.46666666666667	51.4
13761	Pocahontas II: Journey to a New World	5.0	1998-08-04	47.25	41.63333333333333	39.13333333333333	31.1
13767	The Santa Clause 3: The Escape Clause	5.0	2006-11-01	43.25000000000001	44.51666666666667	36.833333333333336	53.4
13788	The Unborn	4.9	2009-01-09	34.64	29.01666666666667	33.96666666666667	23.7
13804	Fast & Furious	6.5	2009-04-02	-1	35.483333333333334	36.00000000000001	41.7
13805	Disaster Movie	3.1	2008-08-29	-1	31.916666666666668	30.366666666666664	25.4
13809	RockNRolla	6.9	2008-09-04	38.31	39.61666666666667	43.96666666666667	45.1
13811	Knowing	5.9	2009-03-19	-1	36.81666666666667	28.400000000000002	45.2
13812	Quarantine	5.6	2008-10-10	40.129999999999995	35.016666666666666	34.166666666666664	28.9
13813	Defiance	6.7	2008-12-31	-1	37.99999999999999	34.99999999999999	40.9
13836	Race to Witch Mountain	5.5	2009-03-12	-1	29.28333333333333	23.03333333333333	36.9
13855	The Chaser	7.7	2008-02-14	-1	34.11666666666667	32.6	40.1
13885	Sweeney Todd: The Demon Barber of Fleet Street	7.0	2007-12-20	37.03999999999999	42.36666666666666	49.36666666666667	44.6
13929	Geri's Game	7.8	1997-11-24	-1	-1	-1	36.9
13930	For the Birds	7.5	2000-11-01	-1	-1	-1	-1
13932	Jack-Jack Attack	7.4	2004-12-31	-1	-1	-1	70.5
13944	Passengers	5.8	2008-09-26	-1	48.96666666666667	35.833333333333336	25.9
13971	Wild Child	6.4	2008-01-01	24.999999999999996	20.016666666666666	18.966666666666665	16.9
14001	Dead Silence	6.2	2007-03-16	-1	39.733333333333334	43.1	30.3
14024	Raise Your Voice	6.0	2004-08-10	28.629999999999995	29.983333333333334	30.466666666666665	16.9
14048	Man on Wire	7.6	2008-07-25	-1	-1	-1	59.3
14052	Revenge of the Nerds	6.5	1984-07-20	24.279999999999998	24.233333333333334	26.46666666666667	30.3
14069	The Girl Who Leapt Through Time	7.8	2006-07-15	-1	-1	-1	16.8
14128	Cinderella II: Dreams Come True	5.5	2002-02-23	47.96	47.400000000000006	40.9	30.1
14139	Timecrimes	7.0	2007-10-05	-1	-1	-1	47.0
14160	Up	7.8	2009-05-13	-1	55.866666666666674	56.1	79.5
14161	2012	5.6	2009-10-10	37.809999999999995	40.65	37.8	43.3
14164	Dragonball Evolution	2.8	2009-04-01	39.64999999999999	35.86666666666667	40.0	53.9
14175	Valiant	5.2	2005-03-25	-1	50.666666666666664	45.6	34.0
14181	Boiler Room	6.6	2000-02-18	31.57	28.983333333333334	29.03333333333333	25.2
14191	Aquamarine	5.8	2006-03-03	-1	20.45	16.066666666666666	15.1
14199	The Adventures of Sharkboy and Lavagirl	4.4	2005-06-10	-1	20.933333333333334	12.233333333333334	13.3
14202	The Painted Veil	7.2	2006-12-09	-1	44.78333333333334	38.233333333333334	37.3
14254	The Uninvited	6.2	2009-01-30	-1	36.38333333333333	34.76666666666667	20.2
14301	Dr. Horrible's Sing-Along Blog	7.7	2008-07-15	-1	-1	33.833333333333336	35.1
14306	Marley & Me	6.9	2008-12-25	-1	42.76666666666667	38.733333333333334	40.1
14337	Primer	6.9	2004-10-08	-1	-1	-1	31.9
14359	Doubt	7.1	2008-11-27	-1	52.866666666666674	45.06666666666666	59.5
14405	Beverly Hills Chihuahua	4.8	2008-10-03	50.97	47.81666666666666	39.333333333333336	33.6
14411	Sinbad: Legend of the Seven Seas	6.6	2003-07-02	-1	44.916666666666664	39.53333333333334	39.6
14435	My Bloody Valentine	5.3	2009-01-16	-1	38.4	32.53333333333333	30.9
14442	Ella Enchanted	5.9	2004-04-09	37.92	36.78333333333334	30.566666666666666	21.4
14451	Dead Snow	6.1	2009-01-09	-1	36.800000000000004	33.166666666666664	27.8
14462	The Manchurian Candidate	6.2	2004-07-30	47.3	45.9	47.166666666666664	49.6
14560	Paul Blart: Mall Cop	5.2	2009-01-15	39.83	37.05	34.5	43.8
14564	Rings	4.9	2017-02-01	-1	34.63333333333333	31.46666666666667	26.0
14574	The Boy in the Striped Pyjamas	7.7	2008-05-07	-1	31.3	18.566666666666666	11.1
14620	The Butterfly Effect 2	4.6	2006-10-10	32.88	30.266666666666666	24.900000000000002	25.2
14636	The Condemned	5.8	2007-04-27	-1	35.983333333333334	37.86666666666667	42.4
14645	Santa Claus Is a Stinker	7.5	1982-08-25	34.660000000000004	31.150000000000002	31.133333333333336	30.3
14756	Ip Man	7.5	2008-12-12	-1	39.21666666666667	42.13333333333333	45.4
14784	The Fall	7.7	2007-02-10	-1	36.916666666666664	22.7	9.9
14836	Coraline	7.3	2009-02-05	-1	41.93333333333334	36.6	15.0
14869	G.I. Joe: The Rise of Cobra	5.6	2009-08-04	37.02	35.666666666666664	40.6	55.4
14873	The Jungle Book 2	5.6	2003-02-07	-1	-1	26.733333333333334	50.7
14919	Batman: Mask of the Phantasm	7.5	1993-12-25	54.1	46.833333333333336	39.4	38.1
14926	Uptown Girls	6.1	2003-08-15	-1	30.299999999999997	21.566666666666663	25.8
14979	Thick as Thieves	5.7	2009-01-09	-1	55.13333333333333	51.76666666666667	71.7
15015	Barbie as Rapunzel	6.4	2002-10-01	-1	35.46666666666666	36.666666666666664	25.4
15016	Barbie of Swan Lake	6.6	2003-09-28	-1	35.9	33.56666666666666	26.4
15067	The Good, The Bad, The Weird	7.1	2008-07-16	-1	-1	38.266666666666666	41.5
15092	Crank: High Voltage	5.9	2009-04-16	-1	38.9	42.46666666666667	41.8
15097	Fear City: A Family-Style Comedy	7.7	1994-03-09	38.53	41.06666666666667	37.6	46.0
15121	The Sound of Music	7.4	1965-03-02	-1	42.61666666666667	35.766666666666666	29.4
15144	Sixteen Candles	6.9	1984-05-04	-1	20.38333333333333	17.53333333333333	16.2
15152	OSS 117: Cairo, Nest of Spies	7.2	2006-04-05	-1	-1	33.13333333333333	33.8
15157	Another Cinderella Story	6.3	2008-09-16	-1	28.233333333333334	30.433333333333337	16.2
15159	The Pink Panther 2	5.5	2009-02-06	53.18000000000001	49.550000000000004	53.76666666666667	63.5
15165	Barbie as The Princess & the Pauper	6.9	2004-09-28	-1	-1	38.300000000000004	27.4
15167	Barbie in the Nutcracker	6.3	2001-09-30	-1	35.9	36.0	24.4
15189	Hotel for Dogs	5.6	2009-01-16	29.639999999999997	25.883333333333336	25.400000000000002	17.9
15196	Clue	7.1	1985-12-13	43.09999999999999	43.99999999999999	45.4	53.3
15356	The Girl Next Door	6.6	2007-07-19	-1	26.53333333333333	29.133333333333336	22.3
15357	District 13: Ultimatum	6.0	2009-02-18	-1	38.93333333333333	38.03333333333333	34.9
15362	Mesrine: Public Enemy #1	7.4	2008-11-19	50.3	43.583333333333336	38.166666666666664	42.0
15370	The Cat Returns	7.2	2002-07-19	-1	-1	18.833333333333332	20.7
15373	Role Models	6.4	2008-11-07	32.98	31.166666666666668	35.5	32.1
15472	The Girl with the Dragon Tattoo	7.4	2009-02-27	-1	52.96666666666667	43.73333333333333	48.3
15512	Monsters vs Aliens	6.0	2009-03-19	40.81999999999999	39.199999999999996	36.56666666666666	26.9
15588	OSS 117: Lost in Rio	7.0	2009-04-14	-1	38.93333333333333	30.099999999999998	36.8
15648	The Perfect Man	5.6	2005-06-17	-1	32.63333333333333	37.36666666666667	17.7
15657	Tarzan II	6.0	2005-06-13	-1	52.150000000000006	42.06666666666667	12.9
15739	Annie	6.3	1982-06-18	-1	34.900000000000006	35.43333333333334	11.0
15789	A Goofy Movie	6.8	1995-04-07	-1	30.283333333333335	33.93333333333334	42.4
15969	The Return of Jafar	5.7	1994-12-15	-1	34.18333333333334	27.933333333333334	19.2
16119	Cinderella III: A Twist in Time	6.0	2007-02-06	52.9	50.26666666666667	47.26666666666667	35.0
16281	Creepshow	6.7	1982-11-12	48.739999999999995	53.9	50.699999999999996	57.8
16290	Jackass 3D	6.4	2010-10-15	38.34	35.7	34.699999999999996	39.6
16307	The Wicker Man	7.1	1973-12-01	-1	44.68333333333334	42.1	43.5
16320	Serenity	7.4	2005-08-25	34.1	33.03333333333333	35.1	34.4
16523	Where the Wild Things Are	6.4	2009-10-16	-1	41.116666666666674	31.533333333333335	12.3
16538	I Love You, Man	6.5	2009-03-20	40.120000000000005	41.45	34.1	40.0
16553	Little Manhattan	6.9	2005-09-30	-1	32.5	24.2	13.0
16558	Duplicity	5.8	2009-03-19	-1	46.71666666666667	42.56666666666667	44.5
16577	Astro Boy	6.1	2009-10-15	45.30999999999999	48.31666666666666	45.0	45.8
16608	The Proposition	7.1	2005-10-06	-1	45.800000000000004	41.833333333333336	38.0
16614	Adventureland	6.4	2009-04-03	-1	28.350000000000005	23.733333333333334	25.5
16617	Mindhunters	6.3	2004-05-07	-1	33.03333333333333	34.36666666666667	36.3
16642	Days of Heaven	7.6	1978-09-13	-1	-1	31.2	29.1
16690	Return to Never Land	6.1	2002-02-14	-1	44.099999999999994	37.86666666666667	25.9
16804	Departures	7.7	2008-09-13	-1	-1	47.599999999999994	42.8
16859	Kiki's Delivery Service	7.6	1989-07-29	-1	35.800000000000004	24.666666666666668	25.2
16866	Planet 51	5.6	2009-11-19	-1	41.96666666666666	32.833333333333336	37.6
16869	Inglourious Basterds	7.9	2009-08-18	37.739999999999995	38.0	41.699999999999996	45.7
16871	Drag Me to Hell	6.2	2009-03-15	-1	44.86666666666667	41.93333333333333	29.5
16991	Observe and Report	5.6	2009-04-10	35.22	34.71666666666667	30.899999999999995	27.0
16995	State of Play	6.7	2009-04-17	47.1	41.63333333333333	37.400000000000006	45.1
16996	17 Again	6.1	2009-03-11	26.639999999999997	26.916666666666668	32.666666666666664	21.4
17134	12 Rounds	5.7	2009-03-19	-1	36.51666666666667	34.833333333333336	31.9
17332	The Soloist	6.6	2009-04-24	44.10000000000001	41.333333333333336	45.199999999999996	44.1
17336	Fighting	5.5	2009-04-24	-1	34.333333333333336	33.0	29.0
17350	The Brice Man	5.5	2005-01-01	-1	34.61666666666667	34.833333333333336	32.6
17431	Moon	7.6	2009-06-12	-1	38.38333333333333	37.93333333333333	40.6
17473	The Room	4.2	2003-06-27	-1	-1	-1	47.8
17529	True Grit	7.3	1969-06-11	42.79	38.68333333333334	42.43333333333333	62.1
17578	The Adventures of Tintin	6.7	2011-10-25	40.790000000000006	41.18333333333334	38.93333333333333	25.6
17609	Antichrist	6.4	2009-05-18	-1	-1	-1	53.9
17610	Year One	4.6	2009-06-18	33.989999999999995	33.46666666666667	28.7	39.8
17654	District 9	7.3	2009-08-05	-1	-1	43.20000000000001	35.7
17692	Jaws 3-D	4.2	1983-03-16	-1	29.933333333333334	29.8	29.0
17814	Assault on Precinct 13	7.1	1976-11-05	-1	38.06666666666666	37.199999999999996	33.1
17927	Fired Up!	6.0	2009-02-20	26.529999999999994	30.2	28.366666666666664	28.9
17979	A Christmas Carol	6.6	2009-11-04	-1	37.11666666666667	47.53333333333333	51.7
18126	Hannah Montana: The Movie	6.0	2009-04-10	28.79	25.2	27.066666666666663	16.4
18148	Tokyo Story	8.2	1953-11-03	41.879999999999995	45.300000000000004	48.666666666666664	49.5
18162	Land of the Lost	5.4	2009-06-05	-1	34.050000000000004	35.766666666666666	41.9
18239	The Twilight Saga: New Moon	5.6	2009-03-15	26.139999999999997	24.58333333333333	19.633333333333333	18.9
18240	The Proposal	6.7	2009-06-01	52.23	55.633333333333326	44.6	44.9
18269	Lady and the Tramp II: Scamp's Adventure	6.0	2001-02-18	43.309999999999995	38.483333333333334	36.56666666666667	32.7
18320	The Young Victoria	7.1	2009-03-04	45.35000000000001	41.416666666666664	30.399999999999995	26.0
18360	Night at the Museum: Battle of the Smithsonian	5.9	2009-05-20	43.730000000000004	47.18333333333334	39.6	43.5
18405	The Last House on the Left	6.2	2009-03-13	35.66	37.36666666666667	47.9	44.3
18480	Brüno	5.4	2009-07-08	-1	46.96666666666667	51.199999999999996	37.8
18487	The Taking of Pelham 1 2 3	6.2	2009-06-11	-1	48.166666666666664	54.199999999999996	54.5
18501	Gamer	5.6	2009-09-03	34.129999999999995	36.13333333333333	32.0	39.8
18533	Bronson	6.9	2008-10-09	-1	-1	34.96666666666667	31.1
18570	Food, Inc.	7.4	2008-09-07	-1	-1	-1	53.6
18736	The Lizzie McGuire Movie	5.8	2003-05-02	-1	28.350000000000005	25.166666666666668	15.6
18781	The Haunting in Connecticut	6.1	2009-03-27	-1	40.050000000000004	40.53333333333333	47.6
18785	The Hangover	7.2	2009-06-05	39.71999999999999	34.65	36.5	34.4
18823	Clash of the Titans	5.6	2010-04-01	-1	39.08333333333333	46.29999999999999	33.7
18937	Quest for Camelot	6.9	1998-05-15	46.92999999999999	44.449999999999996	34.1	26.5
18947	The Boat That Rocked	7.2	2009-04-01	39.190000000000005	42.166666666666664	35.56666666666667	23.3
19100	Those Happy Days	7.4	2006-06-28	-1	34.11666666666667	30.433333333333334	39.4
19101	A Little Princess	7.5	1995-05-10	-1	26.200000000000003	34.13333333333333	11.2
19185	Night of the Living Dead	6.6	1990-10-18	-1	31.71666666666667	36.53333333333333	33.1
19255	Away We Go	6.7	2009-06-05	-1	43.51666666666667	33.96666666666667	29.6
19265	Whatever Works	6.8	2009-06-19	44.220000000000006	50.85	45.53333333333333	62.0
19404	Dilwale Dulhania Le Jayenge	9.1	1995-10-20	-1	39.1	38.199999999999996	30.0
19458	Princess Protection Program	6.2	2009-05-20	-1	25.083333333333332	19.900000000000002	16.8
19585	G-Force	5.1	2009-07-21	-1	42.78333333333333	38.9	40.7
19833	In the Loop	7.0	2009-01-22	-1	41.63333333333333	45.666666666666664	50.8
19840	I Love You, Beth Cooper	5.2	2009-07-10	-1	23.849999999999998	24.23333333333333	19.9
19898	Pandorum	6.5	2009-09-08	38.769999999999996	38.849999999999994	37.166666666666664	28.9
19899	Couples Retreat	5.4	2009-09-19	39.500000000000014	37.31666666666667	37.2	39.5
19901	Daybreakers	6.0	2009-01-06	-1	42.666666666666664	51.03333333333333	38.2
19908	Zombieland	7.2	2009-10-07	-1	31.866666666666664	31.7	26.0
19912	The Final Destination	5.4	2009-08-26	-1	31.266666666666662	27.366666666666664	26.5
19913	(500) Days of Summer	7.2	2009-07-17	32.17	29.73333333333333	23.433333333333334	28.4
19918	Spread	5.3	2009-01-16	33.730000000000004	30.349999999999998	33.233333333333334	31.0
19959	Surrogates	5.9	2009-09-24	40.31	44.46666666666667	40.4	54.6
19994	Jennifer's Body	5.3	2009-09-18	-1	29.566666666666666	23.333333333333332	23.4
19995	Avatar	7.2	2009-12-10	43.59	41.50000000000001	41.7	33.4
20048	Confessions of a Shopaholic	6.1	2009-02-05	45.14	43.38333333333333	31.3	33.0
20126	Deep Red	7.7	1975-03-07	-1	37.65	30.133333333333336	33.3
20352	Despicable Me	7.1	2010-07-08	-1	44.23333333333333	37.833333333333336	47.9
20453	3 Idiots	7.8	2009-12-23	-1	-1	37.9	44.8
20504	The Book of Eli	6.6	2010-01-14	-1	47.550000000000004	44.46666666666667	55.1
20526	TRON: Legacy	6.3	2010-12-10	-1	38.21666666666667	38.06666666666667	26.3
20533	Jonah Hex	4.4	2010-06-18	40.8	38.733333333333334	41.03333333333333	42.4
20662	Robin Hood	6.2	2010-05-12	51.239999999999995	51.06666666666666	56.06666666666666	46.1
20760	Lilo & Stitch 2: Stitch has a Glitch	6.4	2005-01-29	-1	37.48333333333334	26.900000000000002	38.1
20766	The Road	6.9	2009-11-25	-1	42.916666666666664	32.96666666666666	51.1
20829	Funny People	5.7	2009-07-31	-1	33.88333333333333	35.86666666666667	42.9
20856	Aliens in the Attic	5.2	2009-07-31	-1	42.13333333333333	30.53333333333333	17.9
20943	The Ugly Truth	6.4	2009-07-24	-1	38.35	34.46666666666667	30.7
21032	Balto	7.2	1995-12-22	-1	45.98333333333334	40.86666666666667	37.5
21208	Orphan	6.7	2009-07-24	-1	35.833333333333336	28.933333333333337	36.0
21348	Kirikou and the Sorceress	7.2	1998-12-09	-1	-1	-1	32.0
21407	The Collector	6.3	2009-07-09	-1	34.21666666666667	39.766666666666666	32.4
21435	French Fried Vacation 3	4.1	2006-01-01	-1	54.21666666666667	54.6	55.8
21575	A Prophet	7.5	2009-08-26	-1	-1	41.03333333333333	28.2
21734	Shadow of a Doubt	7.6	1943-01-16	-1	40.43333333333334	30.600000000000005	24.2
21755	The Brothers Bloom	6.8	2008-09-09	40.269999999999996	46.449999999999996	38.233333333333334	38.5
21778	RRRrrrr!!!	6.2	2004-01-28	-1	-1	37.96666666666667	34.0
21861	LOL (Laughing Out Loud)	6.6	2008-06-06	-1	23.96666666666667	30.866666666666664	41.6
22327	Youth in Revolt	5.9	2009-09-11	31.880000000000003	37.6	30.866666666666664	21.3
22536	Thirst	7.0	2009-04-30	-1	36.21666666666666	39.36666666666667	42.3
22538	Scott Pilgrim vs. the World	7.2	2010-07-27	26.660000000000004	25.75	25.233333333333334	22.2
22586	The Swan Princess	6.4	1994-11-18	-1	49.26666666666666	50.53333333333333	34.7
22787	Whiteout	5.4	2009-09-09	-1	41.8	49.96666666666667	36.1
22794	Cloudy with a Chance of Meatballs	6.5	2009-09-17	45.31000000000001	48.01666666666667	44.53333333333333	31.3
22798	Whip It	6.7	2009-09-13	-1	30.133333333333336	26.366666666666664	22.6
22803	Law Abiding Citizen	7.2	2009-10-15	-1	44.88333333333333	46.06666666666666	41.9
22804	Saw VI	6.1	2009-10-22	-1	49.53333333333333	53.56666666666666	67.3
22821	The Boondock Saints II: All Saints Day	5.9	2009-11-24	49.519999999999996	49.833333333333336	50.699999999999996	44.2
22824	The Fourth Kind	5.8	2009-11-06	-1	44.81666666666666	45.46666666666667	33.9
22825	The Box	5.4	2009-09-17	-1	49.133333333333326	48.29999999999999	37.1
22832	Ninja Assassin	6.2	2009-09-29	-1	43.9	32.63333333333333	27.3
22881	The Blind Side	7.2	2009-11-20	-1	41.23333333333333	44.03333333333333	45.4
22894	Legion	5.2	2010-01-21	41.46	41.61666666666667	43.5	38.7
22897	It's Complicated	6.2	2009-12-23	44.71	50.0	58.9	60.5
22907	Takers	6.1	2010-08-26	35.589999999999996	33.71666666666667	32.43333333333334	21.3
22947	Up in the Air	6.7	2009-09-05	42.58	41.11666666666667	36.199999999999996	48.4
22949	Old Dogs	5.2	2009-11-24	45.03	45.73333333333334	50.0	58.4
22954	Invictus	7.0	2009-12-10	-1	-1	50.93333333333334	72.6
22970	The Cabin in the Woods	6.5	2012-04-12	39.589999999999996	35.199999999999996	28.900000000000002	31.8
22971	Dear John	6.6	2010-02-04	-1	36.65	30.8	24.2
22972	Green Zone	6.4	2010-03-11	-1	42.78333333333333	47.06666666666666	39.4
23023	Tooth Fairy	5.2	2010-01-14	-1	40.88333333333333	38.233333333333334	37.7
23047	Season of the Witch	5.1	2011-01-07	-1	51.73333333333334	51.63333333333333	47.0
23048	Hot Tub Time Machine	5.9	2010-03-26	36.739999999999995	40.1	36.93333333333333	43.8
23082	The Invention of Lying	6.0	2009-09-13	45.94	47.75	37.166666666666664	48.3
23128	The Cove	7.9	2009-07-31	-1	-1	26.566666666666666	35.2
23168	The Town	7.0	2010-09-15	-1	36.38333333333333	35.4	38.1
23169	Remember Me	6.9	2010-03-12	40.45	38.98333333333334	36.300000000000004	23.8
23172	The Spy Next Door	5.5	2010-01-15	31.299999999999994	27.98333333333333	35.199999999999996	55.8
23202	Trick 'r Treat	6.7	2007-10-05	-1	34.583333333333336	39.833333333333336	25.2
23398	Alvin and the Chipmunks: The Squeakquel	5.3	2009-12-21	36.730000000000004	33.11666666666667	38.2	29.2
23437	A Nightmare on Elm Street	5.5	2010-04-30	35.540000000000006	28.05	32.46666666666667	25.1
23483	Kick-Ass	7.1	2010-03-22	34.66	30.46666666666667	17.900000000000002	19.8
23488	Dorian Gray	5.9	2009-09-09	39.14	38.31666666666666	34.833333333333336	28.1
23514	The Rum Diary	5.6	2011-10-13	51.14	44.949999999999996	39.166666666666664	48.4
23629	Sucker Punch	6.0	2011-03-24	-1	27.86666666666667	25.76666666666667	22.3
23631	Machete	6.3	2010-09-01	47.86	47.23333333333333	42.63333333333333	66.3
23706	All About Steve	4.7	2009-09-04	47.36	45.01666666666667	43.0	45.1
23742	Cop Out	5.3	2010-02-26	-1	41.06666666666667	43.23333333333333	55.0
23759	Centurion	6.0	2010-02-15	35.33	36.45	36.300000000000004	32.9
23823	Wrong Turn 3: Left for Dead	4.9	2009-01-01	-1	-1	26.333333333333332	23.2
23827	Paranormal Activity	5.9	2007-09-14	-1	-1	-1	24.9
23830	Last Night	6.1	2010-05-11	36.989999999999995	38.61666666666667	31.7	25.1
24021	The Twilight Saga: Eclipse	5.9	2010-06-23	27.419999999999998	27.716666666666665	20.9	20.2
24122	The Rebound	5.9	2009-09-16	-1	49.05000000000001	46.366666666666674	40.0
24150	Halloween II	5.2	2009-08-28	-1	42.68333333333334	34.06666666666666	20.5
24238	Mary and Max	7.8	2009-02-09	-1	46.13333333333333	39.46666666666667	36.3
24253	The Girl Who Played with Fire	7.0	2009-09-18	-1	52.28333333333333	44.26666666666667	48.9
24418	Cirque du Freak: The Vampire's Assistant	5.5	2009-10-23	-1	33.03333333333333	26.333333333333332	44.4
24420	The Time Traveler's Wife	6.7	2009-08-14	-1	34.56666666666666	42.23333333333333	41.0
24428	The Avengers	7.5	2012-04-25	39.22	36.65	40.833333333333336	47.1
